study,rescale_mean
exp,0.974279356207523
exp,1.30666485068513
exp,-0.342559929994958
exp,0.978727640454469
exp,1.01908327472382
exp,3.07210678175169
exp,2.55558734003666
exp,2.37562042698497
ie,3.92185621561045
ie,3.75399639778165
ie,3.24963985939928
ie,3.48343079143459
ie,1.11697273964903
ie,6.06699335526949
ie,3.66653503816906
ie,4.71046217906958
ie,4.1255495014304
ie,4.62004566307952
ie,3.8563718703198
ie,3.54134514885444
ie,1.19800890488217
ie,5.35674424948576
ie,4.34303161191003
ie,2.19143344043878
ie,3.31020874433951
ie,3.47732246905227
ie,3.04038616722195
ie,4.43943137365683
ie,3.98934976905498
ie,3.9587230903416
ie,1.23068104997896
ie,3.30649431063651
ie,4.6848819248215
ie,-2.28475520694849
ie,2.65772756019279
ie,4.15117902921996
ie,2.42623510781837
ie,3.00041847342263
ie,3.94800610496772
ie,3.34466874084969
ie,3.18056355435539
ie,4.12660367834964
ie,5.16058846129549
ie,2.59930635740282
ie,3.98842004626871
ie,3.15862199891769
ie,4.60544414324535
ie,3.48154373343498
ie,5.70918181729496
ie,5.94069751575543
ie,3.82143457471136
ie,3.22431989589917
ie,2.45821203321699
ie,3.00245037977142
ie,2.73474019326365
ie,4.11193393118017
ie,2.64132208869595
ie,7.71383699389112
ie2,3.1314609215956
ie2,1.60037743180011
ie2,1.55650215566312
ie2,1.16846443102046
ie2,1.2671158373848
ie2,2.0926539434292
ie2,1.9932410257686
ie2,3.80075441559136
ie2,1.29920854022922
ie2,0.321637897714006
ie2,3.00878663457123
ie2,0.878585093515596
ie2,2.71478591881807
ie2,4.99992006335685
ie2,0.895482394345349
ie2,0.844463743586805
ie2,3.59061909495692
ie2,1.38748206626441
ie2,1.04998568334684
ilcp,-0.892356283575797
ilcp,0.789213613672352
ilcp,2.49127958885675
ilcp,3.51369811081419
ilcp,1.08130015064012
ilcp,1.33040076947421
ilcp,2.20095059195229
ilcp,1.64893495897237
ilcp,0.676847228316388
ilcp,2.10331974074461
ilcp,0.532627652519715
ilcp,2.31031968788167
ilcp,0.197693736546952
ilcp,3.49426568734588
ilcp,2.79310067799792
ilcp,3.33615935794518
ilcp,2.9413300812837
ilcp,1.75640997956019
ilcp,3.70934919995879
ilcp,2.60381126323359
ilcp,0.859920338637411
ilcp,1.92713045271682
ilcp,0.761949840364908
ilcp,3.44268704115114
ilcp,1.11881110305042
ilcp,2.9882667631465
ilcp,1.16016173739678
ilcp,3.1536306303347
ilcp,2.82752294695257
nsf,2.62535566433901
nsf,3.26545973358875
nsf,3.77138526467504
nsf,4.21679722016657
nsf,2.8659317885078
nsf,5.14235498504277
nsf,5.98655768959656
nsf,1.58186090528599
nsf,3.77931518360181
nsf,2.7609800897681
nsf,4.28744205024704
nsf,5.06855781916126
nsf,1.69580344310383
nsf,2.28960705541477
nsf,-0.362607233792966
nsf,2.86652145796583
nsf,3.78573817084645
nsf,0.396937091146792
nsf,2.98250567075128
nsf,1.23354826944521
nsf,3.17489222588275
nsf,2.91089126162879
nsf,1.96727674893887
nsf,2.81687769925838
nsf,3.11026764715317
nsf,3.07771058029698
scebl,1.18602365281622
scebl,2.39007995061894
scebl,1.41338442198882
scebl,3.17036165290419
scebl,1.7722624228124
scebl,3.4507918291756
scebl,3.96189130778106
scebl,1.74995643636771
scebl,2.54175683106515
scebl,0.808374054104496
scebl,4.34090219134809
scebl,2.01879756179094
scebl,0.678358042172472
scebl,3.2089396782764
scebl,2.79752408307948
scebl,2.89492835510907
scebl,-0.0869876096031647
scebl,4.97951223212113
scebl,3.45852433083021
scebl,3.11159603153774
scebl,2.07563933724666
scebl,4.84070449616344
scebl,3.1840001810046
scebl,1.94064801736712
scebl,3.52530400387148
scebl,2.43668725445474
